,timestamp,FCR_N_PriceEUR
166,2017-01-07 22:00:00+00:00,18.36
167,2017-01-07 23:00:00+00:00,48.8
168,2017-01-08 00:00:00+00:00,48.64
169,2017-01-08 01:00:00+00:00,50.04
170,2017-01-08 02:00:00+00:00,49.93
171,2017-01-08 03:00:00+00:00,49.87
172,2017-01-08 04:00:00+00:00,49.56
173,2017-01-08 05:00:00+00:00,43.43
174,2017-01-08 06:00:00+00:00,39.67
175,2017-01-08 07:00:00+00:00,24.32
176,2017-01-08 08:00:00+00:00,13.84
177,2017-01-08 09:00:00+00:00,13.76
178,2017-01-08 10:00:00+00:00,13.76
179,2017-01-08 11:00:00+00:00,13.44
180,2017-01-08 12:00:00+00:00,13.43
181,2017-01-08 13:00:00+00:00,13.43
182,2017-01-08 14:00:00+00:00,13.39
183,2017-01-08 15:00:00+00:00,13.56
184,2017-01-08 16:00:00+00:00,13.62
185,2017-01-08 17:00:00+00:00,13.8
186,2017-01-08 18:00:00+00:00,13.75
187,2017-01-08 19:00:00+00:00,13.95
188,2017-01-08 20:00:00+00:00,15.53
189,2017-01-08 21:00:00+00:00,20.51
190,2017-01-08 22:00:00+00:00,20.51
191,2017-01-08 23:00:00+00:00,52.07
192,2017-01-09 00:00:00+00:00,51.23
193,2017-01-09 01:00:00+00:00,51.7
194,2017-01-09 02:00:00+00:00,50.0
195,2017-01-09 03:00:00+00:00,50.11
196,2017-01-09 04:00:00+00:00,47.28
197,2017-01-09 05:00:00+00:00,45.98
198,2017-01-09 06:00:00+00:00,27.37
199,2017-01-09 07:00:00+00:00,21.71
200,2017-01-09 08:00:00+00:00,13.78
201,2017-01-09 09:00:00+00:00,13.76
202,2017-01-09 10:00:00+00:00,13.73
203,2017-01-09 11:00:00+00:00,13.7
204,2017-01-09 12:00:00+00:00,13.6
205,2017-01-09 13:00:00+00:00,13.45
206,2017-01-09 14:00:00+00:00,13.36
207,2017-01-09 15:00:00+00:00,13.44
208,2017-01-09 16:00:00+00:00,13.54
209,2017-01-09 17:00:00+00:00,13.8
210,2017-01-09 18:00:00+00:00,13.62
211,2017-01-09 19:00:00+00:00,13.62
212,2017-01-09 20:00:00+00:00,15.62
213,2017-01-09 21:00:00+00:00,20.3
214,2017-01-09 22:00:00+00:00,19.94
215,2017-01-09 23:00:00+00:00,48.78
216,2017-01-10 00:00:00+00:00,48.43
217,2017-01-10 01:00:00+00:00,48.61
218,2017-01-10 02:00:00+00:00,48.36
219,2017-01-10 03:00:00+00:00,48.13
220,2017-01-10 04:00:00+00:00,37.32
221,2017-01-10 05:00:00+00:00,35.1
222,2017-01-10 06:00:00+00:00,15.49
223,2017-01-10 07:00:00+00:00,12.87
224,2017-01-10 08:00:00+00:00,12.39
225,2017-01-10 09:00:00+00:00,12.38
226,2017-01-10 10:00:00+00:00,12.39
227,2017-01-10 11:00:00+00:00,11.33
228,2017-01-10 12:00:00+00:00,11.32
229,2017-01-10 13:00:00+00:00,11.35
230,2017-01-10 14:00:00+00:00,11.44
231,2017-01-10 15:00:00+00:00,11.39
232,2017-01-10 16:00:00+00:00,11.42
233,2017-01-10 17:00:00+00:00,11.51
234,2017-01-10 18:00:00+00:00,11.77
235,2017-01-10 19:00:00+00:00,12.14
236,2017-01-10 20:00:00+00:00,15.93
237,2017-01-10 21:00:00+00:00,17.76
238,2017-01-10 22:00:00+00:00,21.63
239,2017-01-10 23:00:00+00:00,47.38
240,2017-01-11 00:00:00+00:00,47.3
241,2017-01-11 01:00:00+00:00,47.45
242,2017-01-11 02:00:00+00:00,46.97
243,2017-01-11 03:00:00+00:00,47.49
244,2017-01-11 04:00:00+00:00,41.79
245,2017-01-11 05:00:00+00:00,36.48
246,2017-01-11 06:00:00+00:00,15.27
247,2017-01-11 07:00:00+00:00,13.61
248,2017-01-11 08:00:00+00:00,13.02
249,2017-01-11 09:00:00+00:00,13.0
250,2017-01-11 10:00:00+00:00,13.0
251,2017-01-11 11:00:00+00:00,12.84
252,2017-01-11 12:00:00+00:00,12.82
253,2017-01-11 13:00:00+00:00,12.82
254,2017-01-11 14:00:00+00:00,12.86
255,2017-01-11 15:00:00+00:00,12.85
256,2017-01-11 16:00:00+00:00,13.54
257,2017-01-11 17:00:00+00:00,13.08
258,2017-01-11 18:00:00+00:00,13.2
259,2017-01-11 19:00:00+00:00,13.11
260,2017-01-11 20:00:00+00:00,14.2
261,2017-01-11 21:00:00+00:00,18.2
262,2017-01-11 22:00:00+00:00,20.47
263,2017-01-11 23:00:00+00:00,48.8
264,2017-01-12 00:00:00+00:00,48.15
265,2017-01-12 01:00:00+00:00,48.33
266,2017-01-12 02:00:00+00:00,47.88
267,2017-01-12 03:00:00+00:00,48.74
268,2017-01-12 04:00:00+00:00,39.2
269,2017-01-12 05:00:00+00:00,34.75
270,2017-01-12 06:00:00+00:00,15.85
271,2017-01-12 07:00:00+00:00,15.12
272,2017-01-12 08:00:00+00:00,12.84
273,2017-01-12 09:00:00+00:00,12.79
274,2017-01-12 10:00:00+00:00,12.79
275,2017-01-12 11:00:00+00:00,12.26
276,2017-01-12 12:00:00+00:00,12.24
277,2017-01-12 13:00:00+00:00,12.24
278,2017-01-12 14:00:00+00:00,12.28
279,2017-01-12 15:00:00+00:00,12.3
280,2017-01-12 16:00:00+00:00,12.4
281,2017-01-12 17:00:00+00:00,12.35
282,2017-01-12 18:00:00+00:00,12.5
283,2017-01-12 19:00:00+00:00,12.6
284,2017-01-12 20:00:00+00:00,16.56
285,2017-01-12 21:00:00+00:00,17.59
286,2017-01-12 22:00:00+00:00,18.79
287,2017-01-12 23:00:00+00:00,44.16
288,2017-01-13 00:00:00+00:00,43.74
289,2017-01-13 01:00:00+00:00,43.87
290,2017-01-13 02:00:00+00:00,39.16
291,2017-01-13 03:00:00+00:00,39.9
292,2017-01-13 04:00:00+00:00,35.98
293,2017-01-13 05:00:00+00:00,35.88
294,2017-01-13 06:00:00+00:00,13.71
295,2017-01-13 07:00:00+00:00,13.31
296,2017-01-13 08:00:00+00:00,12.61
297,2017-01-13 09:00:00+00:00,12.59
298,2017-01-13 10:00:00+00:00,12.55
299,2017-01-13 11:00:00+00:00,12.72
300,2017-01-13 12:00:00+00:00,12.72
301,2017-01-13 13:00:00+00:00,12.72
302,2017-01-13 14:00:00+00:00,12.69
303,2017-01-13 15:00:00+00:00,12.81
304,2017-01-13 16:00:00+00:00,12.83
305,2017-01-13 17:00:00+00:00,12.83
306,2017-01-13 18:00:00+00:00,12.91
307,2017-01-13 19:00:00+00:00,12.91
308,2017-01-13 20:00:00+00:00,15.92
309,2017-01-13 21:00:00+00:00,17.25
310,2017-01-13 22:00:00+00:00,18.76
311,2017-01-13 23:00:00+00:00,39.61
312,2017-01-14 00:00:00+00:00,39.6
313,2017-01-14 01:00:00+00:00,39.68
314,2017-01-14 02:00:00+00:00,39.71
315,2017-01-14 03:00:00+00:00,39.52
316,2017-01-14 04:00:00+00:00,38.81
317,2017-01-14 05:00:00+00:00,31.54
318,2017-01-14 06:00:00+00:00,25.87
319,2017-01-14 07:00:00+00:00,17.66
320,2017-01-14 08:00:00+00:00,13.05
321,2017-01-14 09:00:00+00:00,13.17
322,2017-01-14 10:00:00+00:00,13.18
323,2017-01-14 11:00:00+00:00,13.47
324,2017-01-14 12:00:00+00:00,12.83
325,2017-01-14 13:00:00+00:00,12.83
326,2017-01-14 14:00:00+00:00,12.76
327,2017-01-14 15:00:00+00:00,12.72
328,2017-01-14 16:00:00+00:00,12.8
329,2017-01-14 17:00:00+00:00,12.82
330,2017-01-14 18:00:00+00:00,12.79
331,2017-01-14 19:00:00+00:00,14.34
332,2017-01-14 20:00:00+00:00,16.9
333,2017-01-14 21:00:00+00:00,17.69
334,2017-01-14 22:00:00+00:00,17.73
335,2017-01-14 23:00:00+00:00,40.23
336,2017-01-15 00:00:00+00:00,39.85
337,2017-01-15 01:00:00+00:00,45.08
338,2017-01-15 02:00:00+00:00,44.97
339,2017-01-15 03:00:00+00:00,44.77
340,2017-01-15 04:00:00+00:00,44.54
341,2017-01-15 05:00:00+00:00,34.68
342,2017-01-15 06:00:00+00:00,25.11
343,2017-01-15 07:00:00+00:00,16.57
344,2017-01-15 08:00:00+00:00,13.08
345,2017-01-15 09:00:00+00:00,13.17
346,2017-01-15 10:00:00+00:00,13.22
347,2017-01-15 11:00:00+00:00,12.97
348,2017-01-15 12:00:00+00:00,12.93
349,2017-01-15 13:00:00+00:00,12.93
350,2017-01-15 14:00:00+00:00,12.92
351,2017-01-15 15:00:00+00:00,12.85
352,2017-01-15 16:00:00+00:00,12.94
353,2017-01-15 17:00:00+00:00,12.94
354,2017-01-15 18:00:00+00:00,12.98
355,2017-01-15 19:00:00+00:00,13.71
356,2017-01-15 20:00:00+00:00,17.02
357,2017-01-15 21:00:00+00:00,18.47
358,2017-01-15 22:00:00+00:00,17.34
359,2017-01-15 23:00:00+00:00,42.69
360,2017-01-16 00:00:00+00:00,42.82
361,2017-01-16 01:00:00+00:00,42.67
362,2017-01-16 02:00:00+00:00,42.22
363,2017-01-16 03:00:00+00:00,46.37
364,2017-01-16 04:00:00+00:00,41.95
365,2017-01-16 05:00:00+00:00,37.75
366,2017-01-16 06:00:00+00:00,29.71
367,2017-01-16 07:00:00+00:00,16.51
368,2017-01-16 08:00:00+00:00,16.67
369,2017-01-16 09:00:00+00:00,17.35
370,2017-01-16 10:00:00+00:00,17.23
371,2017-01-16 11:00:00+00:00,17.02
372,2017-01-16 12:00:00+00:00,17.43
373,2017-01-16 13:00:00+00:00,17.48
374,2017-01-16 14:00:00+00:00,19.65
375,2017-01-16 15:00:00+00:00,19.36
376,2017-01-16 16:00:00+00:00,17.8
377,2017-01-16 17:00:00+00:00,18.27
378,2017-01-16 18:00:00+00:00,13.5
379,2017-01-16 19:00:00+00:00,13.52
380,2017-01-16 20:00:00+00:00,16.73
381,2017-01-16 21:00:00+00:00,17.43
382,2017-01-16 22:00:00+00:00,18.75
383,2017-01-16 23:00:00+00:00,40.81
384,2017-01-17 00:00:00+00:00,41.18
385,2017-01-17 01:00:00+00:00,41.27
386,2017-01-17 02:00:00+00:00,41.24
387,2017-01-17 03:00:00+00:00,43.09
388,2017-01-17 04:00:00+00:00,38.81
389,2017-01-17 05:00:00+00:00,36.28
390,2017-01-17 06:00:00+00:00,25.92
391,2017-01-17 07:00:00+00:00,14.31
392,2017-01-17 08:00:00+00:00,14.21
393,2017-01-17 09:00:00+00:00,14.0
394,2017-01-17 10:00:00+00:00,14.03
395,2017-01-17 11:00:00+00:00,13.88
396,2017-01-17 12:00:00+00:00,13.89
397,2017-01-17 13:00:00+00:00,13.86
398,2017-01-17 14:00:00+00:00,13.94
399,2017-01-17 15:00:00+00:00,13.91
400,2017-01-17 16:00:00+00:00,13.9
401,2017-01-17 17:00:00+00:00,13.92
402,2017-01-17 18:00:00+00:00,13.4
403,2017-01-17 19:00:00+00:00,13.5
404,2017-01-17 20:00:00+00:00,16.53
405,2017-01-17 21:00:00+00:00,17.49
406,2017-01-17 22:00:00+00:00,18.67
407,2017-01-17 23:00:00+00:00,40.84
408,2017-01-18 00:00:00+00:00,40.88
409,2017-01-18 01:00:00+00:00,40.92
410,2017-01-18 02:00:00+00:00,40.81
411,2017-01-18 03:00:00+00:00,37.94
412,2017-01-18 04:00:00+00:00,32.92
413,2017-01-18 05:00:00+00:00,34.97
414,2017-01-18 06:00:00+00:00,26.34
415,2017-01-18 07:00:00+00:00,13.55
416,2017-01-18 08:00:00+00:00,13.95
417,2017-01-18 09:00:00+00:00,13.94
418,2017-01-18 10:00:00+00:00,13.46
419,2017-01-18 11:00:00+00:00,13.26
420,2017-01-18 12:00:00+00:00,13.25
421,2017-01-18 13:00:00+00:00,13.38
422,2017-01-18 14:00:00+00:00,13.2
423,2017-01-18 15:00:00+00:00,13.31
424,2017-01-18 16:00:00+00:00,13.37
425,2017-01-18 17:00:00+00:00,13.19
426,2017-01-18 18:00:00+00:00,13.29
427,2017-01-18 19:00:00+00:00,13.23
428,2017-01-18 20:00:00+00:00,16.95
429,2017-01-18 21:00:00+00:00,17.64
430,2017-01-18 22:00:00+00:00,19.13
431,2017-01-18 23:00:00+00:00,35.48
432,2017-01-19 00:00:00+00:00,35.52
433,2017-01-19 01:00:00+00:00,34.96
434,2017-01-19 02:00:00+00:00,37.85
435,2017-01-19 03:00:00+00:00,38.24
436,2017-01-19 04:00:00+00:00,36.0
437,2017-01-19 05:00:00+00:00,31.19
438,2017-01-19 06:00:00+00:00,27.06
439,2017-01-19 07:00:00+00:00,13.53
440,2017-01-19 08:00:00+00:00,13.5
441,2017-01-19 09:00:00+00:00,13.64
442,2017-01-19 10:00:00+00:00,13.63
443,2017-01-19 11:00:00+00:00,13.39
444,2017-01-19 12:00:00+00:00,13.36
445,2017-01-19 13:00:00+00:00,13.33
446,2017-01-19 14:00:00+00:00,13.34
447,2017-01-19 15:00:00+00:00,13.33
448,2017-01-19 16:00:00+00:00,13.51
449,2017-01-19 17:00:00+00:00,13.49
450,2017-01-19 18:00:00+00:00,13.67
451,2017-01-19 19:00:00+00:00,13.71
452,2017-01-19 20:00:00+00:00,16.27
453,2017-01-19 21:00:00+00:00,16.48
454,2017-01-19 22:00:00+00:00,16.88
455,2017-01-19 23:00:00+00:00,38.99
456,2017-01-20 00:00:00+00:00,39.05
457,2017-01-20 01:00:00+00:00,39.14
458,2017-01-20 02:00:00+00:00,39.11
459,2017-01-20 03:00:00+00:00,35.5
460,2017-01-20 04:00:00+00:00,31.11
461,2017-01-20 05:00:00+00:00,26.99
462,2017-01-20 06:00:00+00:00,25.22
463,2017-01-20 07:00:00+00:00,12.94
464,2017-01-20 08:00:00+00:00,12.92
465,2017-01-20 09:00:00+00:00,12.97
466,2017-01-20 10:00:00+00:00,12.95
467,2017-01-20 11:00:00+00:00,12.91
468,2017-01-20 12:00:00+00:00,12.92
469,2017-01-20 13:00:00+00:00,12.92
470,2017-01-20 14:00:00+00:00,12.91
471,2017-01-20 15:00:00+00:00,12.72
472,2017-01-20 16:00:00+00:00,12.84
473,2017-01-20 17:00:00+00:00,12.84
474,2017-01-20 18:00:00+00:00,12.77
475,2017-01-20 19:00:00+00:00,12.79
476,2017-01-20 20:00:00+00:00,15.45
477,2017-01-20 21:00:00+00:00,16.71
478,2017-01-20 22:00:00+00:00,16.94
479,2017-01-20 23:00:00+00:00,39.23
480,2017-01-21 00:00:00+00:00,39.16
481,2017-01-21 01:00:00+00:00,39.51
482,2017-01-21 02:00:00+00:00,39.53
483,2017-01-21 03:00:00+00:00,39.41
484,2017-01-21 04:00:00+00:00,33.26
485,2017-01-21 05:00:00+00:00,27.63
486,2017-01-21 06:00:00+00:00,24.37
487,2017-01-21 07:00:00+00:00,12.68
488,2017-01-21 08:00:00+00:00,12.64
489,2017-01-21 09:00:00+00:00,12.65
490,2017-01-21 10:00:00+00:00,12.6
491,2017-01-21 11:00:00+00:00,12.4
492,2017-01-21 12:00:00+00:00,12.35
493,2017-01-21 13:00:00+00:00,12.39
494,2017-01-21 14:00:00+00:00,12.35
495,2017-01-21 15:00:00+00:00,12.26
496,2017-01-21 16:00:00+00:00,12.7
497,2017-01-21 17:00:00+00:00,12.38
498,2017-01-21 18:00:00+00:00,12.34
499,2017-01-21 19:00:00+00:00,12.54
500,2017-01-21 20:00:00+00:00,14.38
501,2017-01-21 21:00:00+00:00,15.58
502,2017-01-21 22:00:00+00:00,15.51
503,2017-01-21 23:00:00+00:00,33.49
504,2017-01-22 00:00:00+00:00,40.06
505,2017-01-22 01:00:00+00:00,40.26
506,2017-01-22 02:00:00+00:00,40.73
507,2017-01-22 03:00:00+00:00,40.03
508,2017-01-22 04:00:00+00:00,39.32
509,2017-01-22 05:00:00+00:00,25.99
510,2017-01-22 06:00:00+00:00,25.42
511,2017-01-22 07:00:00+00:00,12.92
512,2017-01-22 08:00:00+00:00,12.78
513,2017-01-22 09:00:00+00:00,12.79
514,2017-01-22 10:00:00+00:00,12.74
515,2017-01-22 11:00:00+00:00,12.65
516,2017-01-22 12:00:00+00:00,12.55
517,2017-01-22 13:00:00+00:00,12.56
518,2017-01-22 14:00:00+00:00,12.53
519,2017-01-22 15:00:00+00:00,12.52
520,2017-01-22 16:00:00+00:00,12.82
521,2017-01-22 17:00:00+00:00,12.77
522,2017-01-22 18:00:00+00:00,12.84
523,2017-01-22 19:00:00+00:00,12.93
524,2017-01-22 20:00:00+00:00,14.89
525,2017-01-22 21:00:00+00:00,15.4
526,2017-01-22 22:00:00+00:00,17.3
527,2017-01-22 23:00:00+00:00,35.67
528,2017-01-23 00:00:00+00:00,36.57
529,2017-01-23 01:00:00+00:00,35.88
530,2017-01-23 02:00:00+00:00,36.14
531,2017-01-23 03:00:00+00:00,31.49
532,2017-01-23 04:00:00+00:00,30.15
533,2017-01-23 05:00:00+00:00,27.3
534,2017-01-23 06:00:00+00:00,26.75
535,2017-01-23 07:00:00+00:00,12.64
536,2017-01-23 08:00:00+00:00,12.61
537,2017-01-23 09:00:00+00:00,12.63
538,2017-01-23 10:00:00+00:00,12.64
539,2017-01-23 11:00:00+00:00,12.58
540,2017-01-23 12:00:00+00:00,12.58
541,2017-01-23 13:00:00+00:00,12.58
542,2017-01-23 14:00:00+00:00,12.55
543,2017-01-23 15:00:00+00:00,12.55
544,2017-01-23 16:00:00+00:00,12.63
545,2017-01-23 17:00:00+00:00,12.61
546,2017-01-23 18:00:00+00:00,12.6
547,2017-01-23 19:00:00+00:00,12.66
548,2017-01-23 20:00:00+00:00,13.98
549,2017-01-23 21:00:00+00:00,14.76
550,2017-01-23 22:00:00+00:00,14.8
551,2017-01-23 23:00:00+00:00,31.21
552,2017-01-24 00:00:00+00:00,31.15
553,2017-01-24 01:00:00+00:00,31.08
554,2017-01-24 02:00:00+00:00,31.2
555,2017-01-24 03:00:00+00:00,32.32
556,2017-01-24 04:00:00+00:00,30.56
557,2017-01-24 05:00:00+00:00,27.95
558,2017-01-24 06:00:00+00:00,28.11
559,2017-01-24 07:00:00+00:00,12.29
560,2017-01-24 08:00:00+00:00,12.21
561,2017-01-24 09:00:00+00:00,12.25
562,2017-01-24 10:00:00+00:00,12.18
563,2017-01-24 11:00:00+00:00,12.03
564,2017-01-24 12:00:00+00:00,12.04
565,2017-01-24 13:00:00+00:00,12.09
566,2017-01-24 14:00:00+00:00,12.09
567,2017-01-24 15:00:00+00:00,12.07
568,2017-01-24 16:00:00+00:00,12.28
569,2017-01-24 17:00:00+00:00,12.29
570,2017-01-24 18:00:00+00:00,12.29
571,2017-01-24 19:00:00+00:00,12.24
572,2017-01-24 20:00:00+00:00,13.41
573,2017-01-24 21:00:00+00:00,13.97
574,2017-01-24 22:00:00+00:00,14.14
575,2017-01-24 23:00:00+00:00,31.45
576,2017-01-25 00:00:00+00:00,31.06
577,2017-01-25 01:00:00+00:00,30.99
578,2017-01-25 02:00:00+00:00,30.99
579,2017-01-25 03:00:00+00:00,30.96
580,2017-01-25 04:00:00+00:00,29.25
581,2017-01-25 05:00:00+00:00,26.23
582,2017-01-25 06:00:00+00:00,25.35
583,2017-01-25 07:00:00+00:00,12.48
584,2017-01-25 08:00:00+00:00,12.43
585,2017-01-25 09:00:00+00:00,12.49
586,2017-01-25 10:00:00+00:00,12.48
587,2017-01-25 11:00:00+00:00,12.39
588,2017-01-25 12:00:00+00:00,12.39
589,2017-01-25 13:00:00+00:00,12.4
590,2017-01-25 14:00:00+00:00,12.4
591,2017-01-25 15:00:00+00:00,12.38
592,2017-01-25 16:00:00+00:00,12.38
593,2017-01-25 17:00:00+00:00,12.36
594,2017-01-25 18:00:00+00:00,12.39
595,2017-01-25 19:00:00+00:00,12.41
596,2017-01-25 20:00:00+00:00,14.58
597,2017-01-25 21:00:00+00:00,14.61
598,2017-01-25 22:00:00+00:00,14.62
599,2017-01-25 23:00:00+00:00,30.37
600,2017-01-26 00:00:00+00:00,30.54
601,2017-01-26 01:00:00+00:00,30.49
602,2017-01-26 02:00:00+00:00,30.56
603,2017-01-26 03:00:00+00:00,29.84
604,2017-01-26 04:00:00+00:00,28.27
605,2017-01-26 05:00:00+00:00,24.95
606,2017-01-26 06:00:00+00:00,24.68
